;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_23_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_23_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
210;989;1374;5968;4;15;0;276;1.2819727891156463;2357;2;0;0;0;0;0;0;0;0;0;1492;0;0;0;896;636;323;66;66;28;14;0;10;2357;2;0;0;0;0;0;0;0;0;0;1492;0;0;0;896;636;323;66;66;28;14;0;459;2708;1261;1176;60;0;2255;0;325;109;0.0;0;2001-09-19 17:37:59;1000921079;4;9
211;1241;955;5257;2;14;0;331;1.3003861003861004;1969;3;2;0;0;0;0;0;0;0;0;1379;0;0;0;1119;299;142;113;83;43;14;14;11;1969;3;2;0;0;0;0;0;0;0;0;1379;0;0;0;1119;299;142;113;83;43;14;14;230;2849;1309;461;65;3;2286;0;239;114;0.0005706676811869887;1;2001-09-19 17:42:59;1000921379;2;9
212;958;990;5145;5;16;0;271;1.3580840828278602;1845;2;11;6;0;0;0;0;0;0;0;1210;0;0;0;863;387;266;96;50;22;22;1;12;1845;2;11;6;0;0;0;0;0;0;0;1210;0;0;0;863;387;266;96;50;22;22;1;358;2380;1074;698;302;8;2130;17;240;120;0.001554907677356657;1;2001-09-19 17:47:59;1000921679;5;10
213;755;636;4172;2;15;0;207;1.1831720029784065;1708;5;1;0;0;0;0;0;0;0;0;966;0;0;0;853;253;91;77;21;37;12;5;11;1708;5;1;0;0;0;0;0;0;0;0;966;0;0;0;853;253;91;77;21;37;12;5;274;2036;1122;390;121;4;1745;37;189;101;0.0009587727708533077;1;2001-09-19 17:52:59;1000921979;2;9
214;2884;1011;9094;9;15;0;467;1.6295214558526174;3108;3;18;0;0;0;0;0;0;0;0;2347;0;0;0;1126;739;568;833;118;26;9;7;11;3108;3;18;0;0;0;0;0;0;0;0;2347;0;0;0;1126;739;568;833;118;26;9;7;386;5208;2102;739;170;3;2163;0;326;86;0.0003298878381350341;1;2001-09-19 17:57:59;1000922279;5;10
215;974;1182;6491;3;14;0;485;1.117561448900388;2659;4;1;0;0;0;0;0;0;0;0;1743;0;0;0;952;445;199;101;21;38;4;17;11;2659;4;1;0;0;0;0;0;0;0;0;1743;0;0;0;952;445;199;101;21;38;4;17;294;3145;1744;516;269;0;1850;0;456;124;0.0;0;2001-09-19 18:02:59;1000922579;3;10
216;1444;1897;8099;3;14;0;527;1.6647911977994498;2034;4;0;0;0;0;0;0;0;0;0;2808;0;0;0;1165;851;468;396;204;46;12;10;10;2034;4;0;0;0;0;0;0;0;0;0;2808;0;0;0;1165;851;468;396;204;46;12;10;170;5505;1235;561;66;0;2824;0;375;187;0.0;0;2001-09-19 18:07:59;1000922879;3;10
217;1479;1970;10353;4;16;0;980;1.105041595670041;4657;0;0;0;0;0;0;0;0;0;0;2487;0;0;0;1332;662;478;257;59;29;10;6;9;4657;0;0;0;0;0;0;0;0;0;0;2487;0;0;0;1332;662;478;257;59;29;10;6;466;4640;2876;1015;325;0;2404;0;412;157;0.0;0;2001-09-19 18:12:59;1000923179;4;10
218;1834;3357;9914;6;15;0;432;2.061426895595606;2246;23;21;25;0;0;0;0;0;0;0;2422;0;0;0;1751;739;946;843;239;46;11;65;12;2246;23;21;25;0;0;0;0;0;0;0;2422;0;0;0;1751;739;946;843;239;46;11;65;215;6546;1520;664;507;5;2984;0;480;113;0.0005043373007867661;1;2001-09-19 18:17:59;1000923479;4;9
219;1583;1307;7341;4;15;0;686;1.2548855388051368;3123;5;2;0;0;0;0;0;0;0;0;1743;0;0;0;1017;575;290;287;65;39;4;14;11;3123;5;2;0;0;0;0;0;0;0;0;1743;0;0;0;1017;575;290;287;65;39;4;14;301;3723;1911;543;146;0;2190;0;416;205;0.0;0;2001-09-19 18:22:59;1000923779;3;10
220;1980;1066;9730;3;25;0;1111;0.9225854541582366;4691;4;0;0;0;0;0;0;0;0;6;2133;3;0;1;1963;301;111;96;48;26;1;7;23;4691;4;0;0;0;0;0;0;0;0;6;2133;3;0;1;1963;301;111;96;48;26;1;7;404;4206;2897;773;165;0;1986;0;325;86;0.0;0;2001-09-19 18:27:59;1000924079;3;9
221;3158;3392;12814;5;13;0;617;1.9364399935390082;3991;2;1;0;0;0;0;0;0;0;2;2084;4;0;0;1823;2096;876;946;384;122;41;10;20;3991;2;1;0;0;0;0;0;0;0;2;2084;4;0;0;1823;2096;876;946;384;122;41;10;397;6361;2828;2179;387;6;2380;0;360;429;0.00046823786483533636;1;2001-09-19 18:32:59;1000924379;3;10
222;2719;2067;13062;6;17;0;3150;1.3605042674810117;6272;1;0;0;0;0;0;0;0;0;3;2686;1;0;0;892;1332;518;352;323;214;39;138;20;6272;1;0;0;0;0;0;0;0;0;3;2686;1;0;0;892;1332;518;352;323;214;39;138;339;5468;2678;1136;278;6;2726;0;314;232;0.00045934772622875517;1;2001-09-19 18:37:59;1000924679;5;12
223;4677;4280;15700;3;15;0;756;2.025278714026445;4701;54;147;12;1;0;0;0;0;0;0;2261;0;0;0;3459;1585;1940;773;261;122;55;57;13;4701;54;147;12;1;0;0;0;0;0;0;2261;0;0;0;3459;1585;1940;773;261;122;55;57;600;8451;3132;2489;223;0;2975;17;408;556;0.0;0;2001-09-19 18:42:59;1000924979;3;10
224;3667;1792;10212;4;19;0;552;1.9477923627684963;2700;3;19;0;0;0;0;0;0;0;0;2562;0;0;0;1403;1254;916;882;172;86;21;38;11;2700;3;19;0;0;0;0;0;0;0;0;2562;0;0;0;1403;1254;916;882;172;86;21;38;315;6674;1693;822;152;6;2765;2;339;164;0.0005875440658049354;1;2001-09-19 18:47:59;1000925279;4;10
225;1524;1359;6952;3;19;0;276;1.4024060150375939;2334;2;2;0;0;0;0;0;0;0;0;1909;0;0;0;1181;531;215;383;48;19;10;16;11;2334;2;2;0;0;0;0;0;0;0;0;1909;0;0;0;1181;531;215;383;48;19;10;16;248;3685;1662;779;246;6;2344;20;423;132;0.0008630609896432681;1;2001-09-19 18:52:59;1000925579;3;15
226;1572;1323;7501;3;20;0;273;1.4304786251952848;2465;1;1;2;3;0;2;0;1;0;0;2108;0;0;0;948;672;432;286;94;14;7;5;17;2465;1;1;2;3;0;2;0;1;0;0;2108;0;0;0;948;672;432;286;94;14;7;5;303;4144;1655;666;406;0;2243;10;304;177;0.0;0;2001-09-19 18:57:59;1000925879;3;14
227;1164;1458;6713;5;14;0;523;1.3444564047362755;2692;1;0;0;0;1;0;0;0;0;0;1758;0;0;0;754;515;289;262;193;24;10;4;14;2692;1;0;0;0;1;0;0;0;0;0;1758;0;0;0;754;515;289;262;193;24;10;4;345;3092;1690;853;197;4;2625;0;327;100;0.0005958587814687919;1;2001-09-19 19:02:59;1000926179;5;10
228;1345;1138;6805;6;13;0;384;1.2644129188047086;2642;0;1;0;0;0;0;0;0;0;0;2098;0;0;0;585;673;386;102;51;24;24;40;11;2642;0;1;0;0;0;0;0;0;0;0;2098;0;0;0;585;673;386;102;51;24;24;40;240;3488;1903;611;168;2;2142;0;360;81;0.00029390154298310065;1;2001-09-19 19:07:59;1000926479;5;10
229;1210;1187;5815;3;15;0;270;1.3701708766716196;2008;0;1;0;0;0;0;0;0;0;0;1493;0;0;0;805;529;280;90;153;12;13;0;11;2008;0;1;0;0;0;0;0;0;0;0;1493;0;0;0;805;529;280;90;153;12;13;0;180;2946;1474;514;362;22;2026;0;385;292;0.003783319002579536;1;2001-09-19 19:12:59;1000926779;3;10
230;875;856;4534;10;17;0;219;1.2277522935779817;1880;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;777;352;161;86;72;21;9;2;9;1880;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;777;352;161;86;72;21;9;2;225;2058;1307;551;165;3;1860;0;260;112;0.0006616674018526688;1;2001-09-19 19:17:59;1000927079;4;12
231;1287;1680;9172;4;18;0;764;0.9904322766570606;4257;1;2;0;0;0;0;0;0;0;0;2332;0;0;0;1105;402;260;194;76;27;14;5;11;4257;1;2;0;0;0;0;0;0;0;0;2332;0;0;0;1105;402;260;194;76;27;14;5;377;3558;2822;1154;490;2;2386;0;373;92;0.00021805494984736154;1;2001-09-19 19:22:59;1000927379;4;10
232;827;823;4968;2;22;0;236;1.1911886949293433;1909;2;0;0;0;0;0;0;3;6;0;1426;1;0;0;802;400;150;42;35;15;11;10;20;1909;2;0;0;0;0;0;0;3;6;0;1426;1;0;0;802;400;150;42;35;15;11;10;195;2400;1341;640;135;7;1918;0;302;84;0.0014090177133655394;1;2001-09-19 19:27:59;1000927679;2;15
233;751;691;4255;3;15;0;263;1.2853227012210315;1717;1;0;0;0;0;0;0;0;0;0;989;0;0;0;634;272;149;107;101;17;15;11;10;1717;1;0;0;0;0;0;0;0;0;0;989;0;0;0;634;272;149;107;101;17;15;11;310;1841;1010;589;219;3;1759;15;349;69;0.0007050528789659225;1;2001-09-19 19:32:59;1000927979;3;9
234;893;550;4057;4;16;0;222;1.2088394934091498;1577;2;0;0;0;0;0;0;0;0;0;1124;0;0;0;589;269;151;61;48;39;3;6;10;1577;2;0;0;0;0;0;0;0;0;0;1124;0;0;0;589;269;151;61;48;39;3;6;189;1945;1068;445;182;1;1652;0;298;100;0.00024648755237860487;1;2001-09-19 19:37:59;1000928279;4;10
235;721;943;4881;3;16;0;340;1.142518326865028;2003;4;0;0;0;0;0;0;0;0;0;1282;0;0;0;646;416;150;56;37;26;9;9;10;2003;4;0;0;0;0;0;0;0;0;0;1282;0;0;0;646;416;150;56;37;26;9;9;265;2002;1218;813;131;1;1971;0;289;114;0.0002048760499897562;1;2001-09-19 19:42:59;1000928579;3;10
236;1040;1191;6520;4;16;0;397;1.192722371967655;2555;0;0;0;0;0;0;0;0;0;0;1499;0;0;0;818;584;312;96;54;6;9;3;9;2555;0;0;0;0;0;0;0;0;0;0;1499;0;0;0;818;584;312;96;54;6;9;3;220;2872;1852;595;570;8;2192;0;450;104;0.001226993865030675;1;2001-09-19 19:47:59;1000928879;4;9
237;1202;2594;7945;3;19;0;302;2.3864456623446064;2516;13;18;0;0;0;0;0;0;0;0;1371;0;0;0;789;423;785;813;167;69;36;481;11;2516;13;18;0;0;0;0;0;0;0;0;1371;0;0;0;789;423;785;813;167;69;36;481;197;4328;1873;781;439;3;2360;0;314;166;0.0003775959723096287;1;2001-09-19 19:52:59;1000929179;3;10
238;1476;1345;6957;3;14;0;497;1.797990401919616;2854;6;0;0;0;0;0;0;0;0;0;1430;0;0;0;1027;335;208;96;55;30;55;572;10;2854;6;0;0;0;0;0;0;0;0;0;1430;0;0;0;1027;335;208;96;55;30;55;572;429;3291;1781;670;241;0;2287;0;304;121;0.0;0;2001-09-19 19:57:59;1000929479;3;9
239;1883;1429;7785;7;16;0;492;1.3315363881401616;2953;3;5;1;0;0;0;0;0;0;0;1802;0;0;0;1133;983;214;192;34;68;18;14;12;2953;3;5;1;0;0;0;0;0;0;0;1802;0;0;0;1133;983;214;192;34;68;18;14;220;4009;2067;632;329;3;2439;0;399;130;0.0003853564547206166;1;2001-09-19 20:02:59;1000929779;7;12
240;2581;2085;13078;4;14;0;982;1.4025191675794086;4672;8;2;0;0;0;0;0;0;0;0;4195;0;0;0;1634;919;248;513;235;214;138;4;11;4672;8;2;0;0;0;0;0;0;0;0;4195;0;0;0;1634;919;248;513;235;214;138;4;412;6954;2989;1445;285;5;2806;0;497;143;0.000382321455880104;1;2001-09-19 20:07:59;1000930079;4;10
241;2005;1749;7523;3;15;0;313;1.5860382996061388;2158;14;12;2;0;0;0;0;0;0;0;2012;0;0;0;1563;682;546;262;96;6;4;6;12;2158;14;12;2;0;0;0;0;0;0;0;2012;0;0;0;1563;682;546;262;96;6;4;6;244;4599;1436;771;140;1;2343;37;421;118;0.00013292569453675395;1;2001-09-19 20:12:59;1000930379;3;10
242;5262;2870;13924;4;17;0;420;1.881482032586861;3104;3;18;0;0;0;0;0;0;0;0;1991;0;0;0;5408;880;893;914;172;30;22;6;11;3104;3;18;0;0;0;0;0;0;0;0;1991;0;0;0;5408;880;893;914;172;30;22;6;183;9763;2392;683;372;0;3135;0;632;349;0.0;0;2001-09-19 20:17:59;1000930679;4;10
243;2304;1433;8244;9;13;0;679;1.3830589418122408;2894;1;0;0;0;0;0;0;0;0;0;1791;0;0;0;1916;729;282;130;93;120;0;1;10;2894;1;0;0;0;0;0;0;0;0;0;1791;0;0;0;1916;729;282;130;93;120;0;1;262;4689;1797;530;232;1;2014;0;310;696;0.0001211827435773146;1;2001-09-19 20:22:59;1000930979;9;11
244;1346;1070;5669;4;17;0;281;1.4034476434989913;2063;7;0;14;1;0;0;0;0;0;0;1302;0;0;0;928;719;192;100;94;18;6;9;13;2063;7;0;14;1;0;0;0;0;0;0;1302;0;0;0;928;719;192;100;94;18;6;9;278;2842;1331;721;155;0;2150;0;264;103;0.0;0;2001-09-19 20:27:59;1000931279;4;10
245;604;637;3469;5;19;0;255;1.224273607748184;1418;6;1;12;4;1;1;0;1;0;0;878;0;0;0;492;281;117;43;24;12;1;12;17;1418;6;1;12;4;1;1;0;1;0;0;878;0;0;0;492;281;117;43;24;12;1;12;182;1656;921;290;154;1;1727;10;280;97;0.0002882675122513693;1;2001-09-19 20:32:59;1000931579;5;10
246;800;772;5646;3;16;0;283;1.1684113865932049;2000;7;8;15;3;3;0;0;0;0;0;2017;0;0;0;779;396;92;53;21;11;16;24;14;2000;7;8;15;3;3;0;0;0;0;0;2017;0;0;0;779;396;92;53;21;11;16;24;188;3173;1429;372;179;1;1623;0;279;100;0.00017711654268508679;1;2001-09-19 20:37:59;1000931879;3;10
247;1234;1096;7267;8;14;0;500;1.0391236306729263;3134;4;6;6;0;0;0;0;0;0;0;2196;0;0;0;767;552;214;83;26;20;16;5;12;3134;4;6;6;0;0;0;0;0;0;0;2196;0;0;0;767;552;214;83;26;20;16;5;293;3293;2066;877;224;7;2257;4;427;300;0.0009632585661208202;1;2001-09-19 20:42:59;1000932179;5;10
248;835;1280;6840;4;22;0;429;1.1903903903903903;2886;5;2;6;0;0;0;0;0;9;3;1721;1;0;0;1316;230;153;136;150;34;0;8;20;2886;5;2;6;0;0;0;0;0;9;3;1721;1;0;0;1316;230;153;136;150;34;0;8;945;2996;1374;916;157;2;1816;16;237;260;0.00029239766081871346;1;2001-09-19 20:47:59;1000932479;2;9
249;1464;1354;8423;5;21;0;516;1.3946526800562875;2949;5;1;0;0;0;0;0;0;1;0;2149;0;0;0;853;1094;338;260;149;10;2;6;18;2949;5;1;0;0;0;0;0;0;1;0;2149;0;0;0;853;1094;338;260;149;10;2;6;249;4259;2089;704;564;1;2188;2;229;252;0.00011870845204178538;1;2001-09-19 20:52:59;1000932779;5;10
250;842;956;4887;3;13;0;282;1.1800566078815589;1930;2;2;0;0;0;0;0;0;0;0;1118;0;0;0;859;392;167;66;36;17;3;1;11;1930;2;2;0;0;0;0;0;0;0;0;1118;0;0;0;859;392;167;66;36;17;3;1;206;2429;1327;349;273;1;1668;14;119;77;0.0002046245140167792;1;2001-09-19 20:57:59;1000933079;3;11
251;1164;1372;6390;2;15;0;288;1.5850374914792094;1646;0;0;0;0;0;0;0;0;0;0;1878;0;0;0;930;383;851;108;40;29;0;3;9;1646;0;0;0;0;0;0;0;0;0;0;1878;0;0;0;930;383;851;108;40;29;0;3;166;3962;1104;348;513;2;1961;4;213;130;0.00031298904538341156;1;2001-09-19 21:02:59;1000933379;2;10
252;578;705;4416;5;14;0;296;1.279600205023065;1481;2;11;2;0;6;2;0;0;0;0;1222;0;0;0;608;283;157;48;29;30;14;7;15;1481;2;11;2;0;6;2;0;0;0;0;1222;0;0;0;608;283;157;48;29;30;14;7;138;2139;998;331;468;10;1942;0;226;102;0.0022644927536231885;1;2001-09-19 21:07:59;1000933679;5;11
253;968;1043;6594;4;19;0;646;1.1067891229965785;2620;1;0;0;0;0;2;0;0;0;0;1221;0;0;0;839;538;153;135;16;15;12;1;15;2620;1;0;0;0;0;2;0;0;0;0;1221;0;0;0;839;538;153;135;16;15;12;1;196;2595;1728;388;846;8;2057;0;193;184;0.001213224143160449;1;2001-09-19 21:12:59;1000933979;4;11
254;1070;2820;11915;2;13;0;1293;1.0229726228517144;5738;9;0;0;0;0;0;0;4;4;1;2882;0;0;0;1314;999;310;204;38;29;25;22;19;5738;9;0;0;0;0;0;0;4;4;1;2882;0;0;0;1314;999;310;204;38;29;25;22;915;4241;3268;1862;294;5;2949;6;456;265;0.00041949828005705174;1;2001-09-19 21:17:59;1000934279;2;10
255;2063;1774;11134;3;12;0;1030;0.9544646384828132;4966;4;0;0;0;0;0;0;0;0;0;2409;0;0;0;1807;462;280;128;36;23;4;5;10;4966;4;0;0;0;0;0;0;0;0;0;2409;0;0;0;1807;462;280;128;36;23;4;5;420;4710;3217;747;978;3;2332;0;434;421;0.00026944494341656186;1;2001-09-19 21:22:59;1000934579;3;10
256;950;1187;5576;3;13;0;411;1.3045685279187818;2061;3;0;0;0;0;0;0;0;0;0;1352;0;0;0;954;565;156;101;86;29;2;10;10;2061;3;0;0;0;0;0;0;0;0;0;1352;0;0;0;954;565;156;101;86;29;2;10;262;2725;1251;670;200;4;2088;0;265;100;0.0007173601147776184;1;2001-09-19 21:27:59;1000934879;3;11
257;957;930;4873;5;15;0;233;1.2526984126984126;1941;0;1;2;0;0;0;0;0;0;0;1215;0;0;0;739;456;163;106;74;27;1;0;12;1941;0;1;2;0;0;0;0;0;0;0;1215;0;0;0;739;456;163;106;74;27;1;0;243;2282;1347;620;131;0;2088;0;173;107;0.0;0;2001-09-19 21:32:59;1000935179;5;8
258;632;585;3331;4;15;0;218;1.1373693915181315;1306;1;0;7;1;0;0;0;0;0;0;949;0;0;0;601;212;120;30;15;10;1;1;13;1306;1;0;7;1;0;0;0;0;0;0;949;0;0;0;601;212;120;30;15;10;1;1;169;1698;852;317;73;6;1757;0;109;30;0.0018012608826178324;1;2001-09-19 21:37:59;1000935479;4;9
259;1712;1835;9127;5;16;0;670;1.4080505130228886;3337;1;0;0;1;0;0;0;0;0;0;2538;0;0;0;1007;883;677;221;72;73;23;36;13;3337;1;0;0;1;0;0;0;0;0;0;2538;0;0;0;1007;883;677;221;72;73;23;36;338;4866;2197;798;234;2;2563;0;221;150;0.00021913005368686317;1;2001-09-19 21:42:59;1000935779;5;10
260;991;809;4233;4;20;0;290;1.3974578342703496;1429;6;0;11;0;0;0;0;0;0;0;1322;0;0;0;667;245;194;67;87;28;10;25;12;1429;6;0;11;0;0;0;0;0;0;0;1322;0;0;0;667;245;194;67;87;28;10;25;159;2137;886;619;140;0;1565;14;224;44;0.0;0;2001-09-19 21:47:59;1000936079;3;11
261;903;948;5151;4;23;0;568;1.2874493927125505;2257;15;5;4;2;0;0;0;0;0;0;1147;0;0;0;693;348;209;105;43;53;17;42;13;2257;15;5;4;2;0;0;0;0;0;0;1147;0;0;0;693;348;209;105;43;53;17;42;252;2274;1333;513;178;0;1998;9;295;113;0.0;0;2001-09-19 21:52:59;1000936379;4;15
262;1280;1154;5986;7;16;0;359;1.4085734614016365;2125;3;0;1;1;0;0;0;0;0;0;1306;0;0;0;963;623;361;165;40;19;14;1;13;2125;3;0;1;1;0;0;0;0;0;0;1306;0;0;0;963;623;361;165;40;19;14;1;210;3105;1418;530;345;4;2351;0;217;281;0.0006682258603407952;1;2001-09-19 21:57:59;1000936679;5;12
263;1013;827;5573;3;18;0;413;1.190865576386119;2166;10;7;5;2;0;1;0;0;0;0;1380;0;0;0;746;340;131;147;44;15;7;13;15;2166;10;7;5;2;0;1;0;0;0;0;1380;0;0;0;746;340;131;147;44;15;7;13;148;2544;1492;417;537;5;2012;0;288;96;0.0008971828458639871;1;2001-09-19 22:02:59;1000936979;3;11
264;952;1254;8240;4;16;0;631;1.0344243056461078;3389;5;0;0;2;0;0;0;0;0;0;2453;0;0;0;947;415;230;117;53;31;18;9;13;3389;5;0;0;2;0;0;0;0;0;0;2453;0;0;0;947;415;230;117;53;31;18;9;367;3709;2124;838;527;1;3070;0;261;137;0.00012135922330097087;1;2001-09-19 22:07:59;1000937279;4;10
265;2035;653;6846;4;21;0;572;1.0640809443507588;3057;17;8;9;3;0;0;0;0;0;0;1523;0;0;0;1293;348;109;87;17;25;8;19;13;3057;17;8;9;3;0;0;0;0;0;0;1523;0;0;0;1293;348;109;87;17;25;8;19;201;2855;2219;676;313;0;1855;0;148;94;0.0;0;2001-09-19 22:12:59;1000937579;4;15
266;822;770;4668;6;23;0;191;1.3137254901960784;1879;3;4;3;4;1;0;0;0;3;4;1128;3;0;0;718;564;167;27;27;19;14;22;20;1879;3;4;3;4;1;0;0;0;3;4;1128;3;0;0;718;564;167;27;27;19;14;22;179;2422;1420;378;59;1;1649;0;313;93;0.00021422450728363326;1;2001-09-19 22:17:59;1000937879;6;11
267;1547;1419;8750;3;17;0;441;1.4524997100104395;3390;3;0;1;3;1;0;0;0;0;0;2381;0;0;0;961;641;482;400;262;77;9;10;14;3390;3;0;1;3;1;0;0;0;0;0;2381;0;0;0;961;641;482;400;262;77;9;10;201;4795;2630;554;124;2;2082;0;171;187;0.00022857142857142857;1;2001-09-19 22:22:59;1000938179;3;12
268;1387;1162;6653;3;15;0;439;1.2485558157689305;2609;11;0;2;0;0;0;0;0;0;0;1716;0;0;0;1111;426;282;105;61;46;18;18;12;2609;11;0;2;0;0;0;0;0;0;0;1716;0;0;0;1111;426;282;105;61;46;18;18;288;3190;1661;827;225;5;2182;0;315;177;0.0007515406583496167;1;2001-09-19 22:27:59;1000938479;3;12
269;1227;1265;7980;4;18;0;768;1.284735439665017;3284;20;12;1;8;2;1;0;0;0;0;2084;0;0;0;1195;553;366;226;68;13;24;24;15;3284;20;12;1;8;2;1;0;0;0;0;2084;0;0;0;1195;553;366;226;68;13;24;24;251;3971;2130;761;69;4;2190;1;381;190;0.0005012531328320802;1;2001-09-19 22:32:59;1000938779;4;12
270;815;713;4441;4;15;0;532;1.360910992330932;1792;39;15;9;3;1;2;0;0;0;0;1073;0;0;0;773;271;114;115;61;13;8;14;15;1792;39;15;9;3;1;2;0;0;0;0;1073;0;0;0;773;271;114;115;61;13;8;14;171;2154;987;459;122;2;1706;1;398;153;0.00045034902049088043;1;2001-09-19 22:37:59;1000939079;4;11
271;1256;1008;5796;4;13;0;243;1.2626903553299493;2162;33;27;4;1;0;0;0;0;0;0;1639;0;0;0;878;461;194;60;22;10;4;21;13;2162;33;27;4;1;0;0;0;0;0;0;1639;0;0;0;878;461;194;60;22;10;4;21;243;2785;1564;681;248;6;1967;0;300;97;0.0010351966873706005;1;2001-09-19 22:42:59;1000939379;2;11
272;1075;1234;5954;3;11;0;447;1.0920027109454422;2495;0;0;0;0;0;0;0;0;0;0;1545;0;0;0;1078;495;215;54;13;5;2;0;8;2495;0;0;0;0;0;0;0;0;0;0;1545;0;0;0;1078;495;215;54;13;5;2;0;170;2784;1789;712;42;0;1792;0;301;116;0.0;0;2001-09-19 22:47:59;1000939679;3;10
273;778;765;4472;5;15;0;283;1.0532130777903044;1874;2;0;0;0;0;0;0;0;0;0;1331;0;0;0;700;313;134;55;19;2;3;2;10;1874;2;0;0;0;0;0;0;0;0;0;1331;0;0;0;700;313;134;55;19;2;3;2;210;2170;1270;502;37;1;1575;0;463;108;0.00022361359570661896;1;2001-09-19 22:52:59;1000939979;4;10
274;1322;896;5961;10;21;0;254;1.141010170660231;2541;1;0;6;2;0;0;0;6;0;1;1565;0;0;0;914;387;146;153;67;11;1;0;19;2541;1;0;6;2;0;0;0;6;0;1;1565;0;0;0;914;387;146;153;67;11;1;0;194;2938;1963;452;149;1;1839;0;366;125;0.00016775708773695687;1;2001-09-19 22:57:59;1000940279;9;11
275;1860;1627;9915;4;21;0;585;1.3705608035393997;3390;4;0;0;0;0;0;0;3;5;1;1874;0;0;0;1782;568;203;159;197;114;34;29;19;3390;4;0;0;0;0;0;0;3;5;1;1874;0;0;0;1782;568;203;159;197;114;34;29;320;4332;2338;788;1521;2;2644;0;323;128;0.00020171457387796267;1;2001-09-19 23:02:59;1000940579;4;13
276;1093;867;4975;3;15;0;398;1.2749069863579992;1986;14;2;0;1;0;0;0;0;0;0;1271;0;0;0;833;366;142;57;112;15;23;16;13;1986;14;2;0;1;0;0;0;0;0;0;1271;0;0;0;833;366;142;57;112;15;23;16;219;2472;1237;512;117;8;1731;0;385;197;0.0016080402010050252;1;2001-09-19 23:07:59;1000940879;3;9
277;1216;947;5955;3;19;0;388;1.31609396914446;2231;29;2;0;0;0;0;0;0;0;0;1547;0;0;0;1021;443;222;69;32;50;20;38;11;2231;29;2;0;0;0;0;0;0;0;0;1547;0;0;0;1021;443;222;69;32;50;20;38;216;2769;1469;862;208;2;2116;0;214;49;0.00033585222502099076;1;2001-09-19 23:12:59;1000941179;3;11
278;877;1063;5274;1;16;0;383;1.2141335914811229;2247;15;0;0;0;0;0;0;0;0;0;1220;0;0;0;876;419;232;77;29;19;7;24;10;2247;15;0;0;0;0;0;0;0;0;0;1220;0;0;0;876;419;232;77;29;19;7;24;302;2582;1411;487;63;1;1966;0;206;69;0.00018960940462646946;1;2001-09-19 23:17:59;1000941479;1;10
279;875;692;4137;4;14;0;183;1.2445156519595761;1520;0;0;0;0;0;0;0;4;6;0;1134;0;0;0;837;327;130;42;49;6;0;2;18;1520;0;0;0;0;0;0;0;4;6;0;1134;0;0;0;837;327;130;42;49;6;0;2;177;2150;1048;499;63;5;1687;0;212;60;0.001208605269518975;2;2001-09-19 23:22:59;1000941779;4;10
280;869;783;4370;3;16;0;207;1.365412445730825;1589;22;16;6;6;0;1;0;0;0;0;1110;0;0;0;774;366;105;57;50;26;5;13;15;1589;22;16;6;6;0;1;0;0;0;0;1110;0;0;0;774;366;105;57;50;26;5;13;200;2123;1074;542;207;0;1656;9;373;134;0.0;0;2001-09-19 23:27:59;1000942079;3;10
281;683;918;4339;3;21;0;412;1.2235965746907707;2001;19;15;6;3;0;1;0;0;0;0;888;0;0;0;757;223;131;44;30;46;14;26;15;2001;19;15;6;3;0;1;0;0;0;0;888;0;0;0;757;223;131;44;30;46;14;26;182;1877;1345;388;103;5;1744;9;193;48;0.00115233924867481;1;2001-09-19 23:32:59;1000942379;3;11
